"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"1972",4,2,3,4,4,5,3,3,4,"Sierra"
"1973",4,4,4,5,3,3,5,3,3,"Tango"
"1974",4,4,4,4,4,3,4,2,3,"Sierra"
"1975",4,4,4,2,3,6,4,6,5,"Romeo"
"1976",5,5,3,3,3,5,3,5,4,"Papa"
"1977",3,2,6,4,6,4,4,4,4,"Romeo"
"1978",4,4,4,3,4,4,3,3,3,"Romeo"
"1979",4,6,3,5,4,6,5,5,5,"Romeo"
"1980",3,5,5,3,4,5,5,3,3,"Romeo"
"1981",4,3,4,4,3,4,4,3,3,"Sierra"
"1982",5,5,3,5,4,3,4,3,2,"Romeo"
"1983",4,4,4,4,4,5,5,4,4,"Romeo"
"1984",2,3,4,4,4,3,6,4,3,"Romeo"
"1985",3,2,4,4,4,5,4,5,3,"Romeo"
"1986",4,3,3,3,3,4,3,5,5,"Papa"
"1987",5,3,4,3,4,5,3,3,3,"Romeo"
"1988",4,2,3,3,3,3,5,2,2,"Sierra"
"1989",4,4,4,4,5,4,2,4,4,"Romeo"
"1990",2,4,4,2,3,3,3,2,3,"Romeo"
"1991",3,4,5,3,4,5,4,4,5,"Papa"
"1992",5,4,5,5,5,4,5,6,3,"Sierra"
"1993",4,2,3,3,3,5,3,4,3,"Papa"
"1994",4,4,6,4,5,6,4,3,3,"Sierra"
"1995",3,4,3,4,4,2,2,2,3,"Romeo"
"1996",5,4,3,3,3,5,5,5,6,"Papa"
"1997",4,3,4,3,3,5,4,5,5,"Sierra"
"1998",4,3,5,3,3,5,3,2,4,"Sierra"
"1999",5,3,5,5,3,5,5,5,3,"Romeo"
"2000",2,3,3,3,3,3,3,5,3,"Romeo"
"2001",3,3,4,4,4,2,4,3,2,"Romeo"
"2002",6,5,2,2,2,6,3,5,5,"Papa"
"2003",5,3,3,3,3,4,2,4,4,"Sierra"
"2004",6,5,4,4,3,5,4,4,4,"Papa"
"2005",4,1,5,4,5,4,4,1,3,"Romeo"
"2006",4,4,3,4,3,5,4,4,5,"Romeo"
"2007",4,4,4,2,5,4,5,5,4,"Sierra"
"2008",5,4,5,4,2,3,5,5,4,"Romeo"
"2009",5,5,5,5,5,5,5,2,4,"Sierra"
"2010",4,4,4,5,6,4,5,4,4,"Romeo"
"2011",5,4,3,4,3,3,1,2,3,"Romeo"
"2012",5,4,4,4,4,4,4,2,2,"Sierra"
"2013",5,5,5,3,3,4,4,3,4,"Sierra"
"2014",3,4,3,5,2,5,4,4,3,"Romeo"
"2015",5,5,3,5,4,6,3,5,5,"Romeo"
"2016",4,3,3,6,3,4,2,4,4,"Romeo"
"2017",5,6,5,4,5,4,6,5,6,"Romeo"
"2018",4,3,3,4,3,5,4,3,4,"Papa"
"2019",4,3,4,3,4,3,3,4,2,"Sierra"
"2020",5,4,4,3,2,5,2,5,3,"Romeo"
"2021",5,5,4,5,4,3,5,1,2,"Tango"
"2022",5,5,3,4,4,4,4,3,3,"Sierra"
"2023",4,4,3,3,4,4,5,3,1,"Sierra"
"2024",5,4,2,2,2,5,4,5,4,"Romeo"
"2025",4,3,4,2,4,5,5,3,2,"Tango"
"2026",6,4,3,3,5,5,2,4,5,"Romeo"
"2027",4,3,3,3,2,4,3,2,2,"Sierra"
"2028",6,4,4,4,4,4,4,4,3,"Romeo"
"2029",5,3,5,6,6,4,4,5,5,"Sierra"
"2030",4,2,5,4,3,3,6,4,3,"Tango"
"2031",4,4,4,2,4,4,5,3,2,"Sierra"
"2032",5,4,4,5,3,3,5,4,3,"Sierra"
"2033",5,4,5,5,4,4,3,5,4,"Sierra"
"2034",4,4,4,4,4,5,4,4,3,"Romeo"
"2035",5,4,3,4,4,4,3,5,4,"Sierra"
"2036",5,5,4,3,2,3,4,3,4,"Romeo"
"2037",2,3,3,4,2,3,6,3,4,"Sierra"
"2038",5,5,4,4,4,3,4,3,2,"Sierra"
"2039",3,3,4,5,6,4,4,3,2,"Sierra"
"2040",5,4,4,5,5,3,3,3,4,"Sierra"
"2041",5,4,5,3,5,4,6,4,3,"Sierra"
"2042",4,5,5,5,4,4,5,4,4,"Sierra"
"2043",3,3,3,4,4,5,3,4,3,"Sierra"
"2044",4,4,6,5,3,4,5,3,3,"Sierra"
"2045",4,3,3,5,3,5,4,3,5,"Romeo"
"2046",3,4,5,5,5,3,6,5,3,"Tango"
"2047",6,4,3,5,4,5,5,6,3,"Sierra"
"2048",4,4,3,4,3,5,3,2,3,"Sierra"
"2049",3,3,4,4,5,3,5,5,4,"Sierra"
"2050",7,4,6,5,4,5,6,4,5,"Sierra"
"2051",5,6,3,3,3,3,3,3,4,"Romeo"
"2052",4,3,2,4,4,4,3,5,5,"Papa"
"2053",4,3,4,5,3,5,2,4,4,"Sierra"
"2054",4,4,5,2,3,4,5,5,3,"Papa"
"2055",4,4,3,4,3,4,4,1,3,"Romeo"
"2056",4,3,4,3,3,5,5,4,4,"Sierra"
"2057",5,5,4,2,4,5,3,5,4,"Papa"
"2058",5,5,4,4,4,6,4,3,4,"Romeo"
"2059",3,4,4,3,3,5,3,5,3,"Tango"
"2060",4,5,5,5,4,5,4,3,3,"Tango"
"2061",4,4,3,3,2,3,4,5,4,"Romeo"
"2062",6,4,4,3,2,3,3,4,5,"Papa"
"2063",4,4,6,4,5,5,5,6,5,"Tango"
"2064",3,3,3,4,4,5,3,4,3,"Romeo"
"2065",5,5,4,5,4,3,4,3,3,"Sierra"
"2066",3,2,4,4,5,5,3,5,3,"Sierra"
"2067",3,5,3,4,4,5,4,4,3,"Papa"
"2068",5,5,2,5,4,7,4,6,6,"Papa"
"2069",3,4,3,5,3,5,5,4,4,"Papa"
"2070",5,3,5,4,4,3,4,3,3,"Sierra"
"2071",4,3,3,5,4,4,5,3,3,"Sierra"
"2072",4,4,4,4,4,5,4,5,4,"Romeo"
"2073",3,3,4,3,4,3,4,4,4,"Papa"
"2074",5,3,3,5,5,5,3,4,4,"Romeo"
"2075",4,4,5,3,4,5,3,3,3,"Romeo"
"2076",4,3,4,5,3,5,4,4,4,"Sierra"
"2077",5,2,3,5,4,5,5,3,4,"Sierra"
"2078",4,3,5,4,3,5,5,2,4,"Tango"
"2079",4,3,5,5,4,5,4,5,4,"Sierra"
"2080",5,4,2,1,2,6,4,5,4,"Papa"
"2081",3,3,6,4,5,4,3,3,3,"Romeo"
"2082",4,2,4,5,4,5,3,4,3,"Romeo"
"2083",3,3,5,4,4,2,3,2,3,"Sierra"
"2084",4,3,3,5,3,3,3,5,3,"Romeo"
"2085",5,3,4,4,4,3,5,4,4,"Romeo"
"2086",3,3,3,5,5,4,4,4,3,"Tango"
"2087",4,4,4,4,3,4,4,6,4,"Romeo"
"2088",3,3,6,3,5,4,4,3,3,"Romeo"
"2089",5,4,5,3,3,6,3,5,5,"Romeo"
"2090",4,3,4,6,3,2,7,4,3,"Tango"
"2091",5,5,4,5,4,3,4,3,3,"Sierra"
"2092",4,4,4,3,4,5,3,5,4,"Romeo"
"2093",7,5,4,5,6,5,5,5,6,"Romeo"
"2094",4,4,4,3,4,5,5,4,3,"Sierra"
"2095",3,4,3,4,4,3,3,3,4,"Sierra"
"2096",3,4,4,4,4,4,4,4,4,"Sierra"
"2097",5,2,3,3,2,5,2,4,4,"Papa"
"2098",5,4,4,4,4,5,6,4,3,"Tango"
"2099",3,5,4,4,3,4,5,4,2,"Tango"
"2100",4,3,4,3,3,5,3,5,5,"Papa"
"2101",3,5,4,4,4,5,4,4,4,"Romeo"
"2102",3,4,6,6,4,6,3,5,3,"Tango"
"2103",3,2,6,4,5,5,4,3,5,"Romeo"
"2104",5,4,3,3,4,5,4,4,4,"Papa"
"2105",3,4,5,4,5,5,4,3,3,"Tango"
"2106",4,5,4,3,3,5,3,2,3,"Romeo"
"2107",3,3,4,5,4,5,5,5,4,"Sierra"
"2108",5,4,5,5,4,3,4,3,2,"Tango"
"2109",3,2,3,4,5,5,3,3,4,"Papa"
"2110",5,3,4,3,4,5,3,3,4,"Romeo"
"2111",3,5,4,5,3,4,4,4,3,"Tango"
"2112",5,3,4,4,5,3,4,5,3,"Tango"
"2113",4,4,5,4,4,3,5,3,2,"Tango"
"2114",3,3,4,5,6,2,4,2,4,"Sierra"
"2115",4,4,2,4,2,6,3,4,5,"Sierra"
"2116",4,5,4,3,4,5,3,3,3,"Papa"
"2117",5,4,5,5,5,7,5,5,6,"Romeo"
"2118",4,3,5,4,5,4,4,2,4,"Tango"
"2119",4,4,3,4,4,5,3,4,4,"Romeo"
"2120",4,4,3,2,4,7,4,5,4,"Romeo"
"2121",4,2,2,4,3,5,4,4,5,"Romeo"
"2122",4,5,2,4,5,4,3,5,5,"Romeo"
"2123",4,3,5,4,5,3,5,3,3,"Tango"
"2124",5,4,5,5,4,5,6,6,5,"Papa"
"2125",5,3,4,5,3,3,2,4,3,"Romeo"
"2126",4,3,5,4,4,4,5,6,5,"Tango"
"2127",5,6,5,4,3,4,4,4,4,"Romeo"
"2128",4,3,4,5,5,4,5,3,2,"Sierra"
"2129",5,3,2,6,4,5,5,5,5,"Papa"
"2130",5,3,6,4,5,4,5,4,2,"Tango"
"2131",5,4,4,3,3,3,4,4,4,"Sierra"
"2132",5,3,4,3,4,5,4,6,7,"Romeo"
"2133",3,4,4,4,5,4,5,3,3,"Sierra"
"2134",4,5,3,3,4,4,4,4,3,"Sierra"
"2135",6,5,4,2,4,4,4,4,4,"Tango"
"2136",5,4,3,3,3,5,3,4,3,"Papa"
"2137",6,5,5,4,4,7,5,6,6,"Romeo"
"2138",5,4,3,5,4,4,3,4,4,"Romeo"
"2139",4,2,4,4,2,6,5,5,4,"Romeo"
"2140",4,3,5,6,5,3,6,4,2,"Tango"
"2141",4,4,3,4,2,5,4,4,4,"Romeo"
"2142",5,4,5,5,3,4,4,4,4,"Tango"
"2143",5,5,4,4,5,5,5,4,2,"Romeo"
"2144",5,4,2,3,3,5,3,6,4,"Romeo"
"2145",4,2,5,4,3,4,4,4,4,"Sierra"
"2146",4,5,2,3,3,4,4,4,4,"Sierra"
"2147",4,2,4,4,3,4,3,5,2,"Sierra"
"2148",4,4,3,4,4,5,4,3,4,"Romeo"
"2149",4,3,6,4,5,4,4,5,4,"Sierra"
"2150",4,5,3,3,3,4,5,3,4,"Romeo"
"2151",5,3,6,2,3,5,3,4,5,"Sierra"
"2152",3,5,3,3,2,2,5,5,3,"Sierra"
"2153",4,3,6,6,6,5,5,3,4,"Tango"
"2154",4,3,4,3,4,5,4,2,3,"Romeo"
"2155",6,4,4,4,3,5,2,6,5,"Romeo"
"2156",5,4,5,5,4,5,3,5,4,"Romeo"
"2157",4,3,5,6,3,5,4,4,5,"Romeo"
"2158",3,3,3,4,4,3,3,4,3,"Romeo"
"2159",5,4,4,4,4,4,5,4,4,"Sierra"
"2160",6,6,3,4,4,4,4,5,4,"Romeo"
"2161",5,3,4,5,5,2,4,3,4,"Sierra"
"2162",4,3,5,4,4,4,4,3,3,"Sierra"
"2163",4,5,6,4,4,4,3,4,4,"Sierra"
"2164",4,6,5,5,3,4,5,3,3,"Sierra"
"2165",4,4,4,5,4,3,5,4,3,"Romeo"
"2166",5,5,4,3,4,4,4,5,4,"Tango"
"2167",5,5,6,5,6,4,4,5,4,"Sierra"
"2168",5,5,3,5,3,2,3,3,3,"Sierra"
"2169",5,4,4,4,4,5,4,6,5,"Romeo"
"2170",5,4,5,4,4,6,5,6,4,"Romeo"
"2171",4,3,3,1,5,5,4,4,5,"Romeo"
"2172",4,4,3,4,4,5,3,4,5,"Romeo"
"2173",5,5,6,5,5,5,3,2,2,"Tango"
"2174",4,4,5,4,4,5,4,4,4,"Romeo"
"2175",3,5,5,4,3,4,4,4,3,"Sierra"
"2176",4,4,5,5,4,4,3,4,3,"Sierra"
"2177",5,4,4,4,5,5,5,4,5,"Romeo"
"2178",5,5,3,5,4,4,4,3,4,"Tango"
"2179",4,3,3,3,2,2,4,5,3,"Sierra"
"2180",4,4,3,2,3,5,3,3,4,"Papa"
"2181",5,4,2,4,3,6,3,4,4,"Romeo"
"2182",3,3,5,5,5,4,5,4,3,"Romeo"
"2183",5,4,5,6,4,4,5,4,3,"Sierra"
"2184",4,3,5,5,4,3,4,6,4,"Papa"
"2185",6,6,4,4,3,6,3,5,3,"Sierra"
"2186",3,3,4,5,5,4,3,2,2,"Sierra"
"2187",5,4,5,5,4,5,4,5,4,"Romeo"
"2188",4,2,3,4,3,7,3,4,5,"Papa"
"2189",3,4,4,5,4,4,5,5,4,"Romeo"
"2190",4,3,4,5,3,4,3,2,5,"Romeo"
"2191",4,4,4,4,4,3,3,5,3,"Sierra"
"2192",5,3,5,3,4,5,5,6,5,"Sierra"
"2193",6,3,3,3,3,5,2,5,4,"Papa"
"2194",4,5,3,3,4,4,3,2,4,"Romeo"
"2195",5,4,5,5,3,3,4,3,3,"Romeo"
"2196",5,3,4,4,4,5,4,3,5,"Papa"
"2197",4,4,4,4,3,4,4,3,3,"Romeo"
"2198",4,5,5,3,3,3,4,4,3,"Sierra"
"2199",5,3,6,4,6,4,4,4,5,"Romeo"
"2200",5,4,5,5,6,5,4,5,4,"Sierra"
"2201",5,3,3,3,4,5,3,4,5,"Papa"
"2202",3,4,3,4,2,5,3,3,3,"Papa"
"2203",3,2,6,3,3,4,5,5,4,"Romeo"
"2204",4,3,6,4,5,5,4,4,4,"Sierra"
"2205",3,4,2,3,2,4,4,5,4,"Sierra"
"2206",3,3,3,3,4,4,3,3,4,"Romeo"
"2207",3,3,4,3,4,6,5,4,5,"Romeo"
"2208",5,4,5,5,4,5,4,5,4,"Romeo"
"2209",3,5,6,4,4,3,4,2,3,"Sierra"
"2210",5,5,4,5,5,4,4,4,4,"Sierra"
"2211",4,3,2,4,5,3,4,4,3,"Romeo"
"2212",3,4,3,4,3,5,3,4,5,"Romeo"
"2213",5,4,5,4,5,5,5,5,4,"Sierra"
"2214",4,3,6,5,4,4,5,4,3,"Tango"
"2215",5,4,3,2,5,2,4,3,4,"Papa"
"2216",4,5,4,4,4,4,4,4,3,"Papa"
"2217",3,1,4,4,4,4,3,3,2,"Romeo"
"2218",5,4,3,3,3,6,4,4,6,"Papa"
"2219",5,4,4,4,4,4,4,3,5,"Sierra"
"2220",4,6,7,5,5,3,6,4,2,"Sierra"
"2221",6,4,4,5,5,4,5,4,3,"Sierra"
"2222",5,4,3,3,3,4,5,5,4,"Romeo"
"2223",5,5,3,3,4,4,3,3,3,"Tango"
"2224",6,5,5,4,4,4,4,4,5,"Romeo"
"2225",4,3,5,5,4,5,5,4,5,"Romeo"
"2226",4,5,5,4,3,4,4,4,3,"Romeo"
"2227",4,5,3,4,2,2,3,5,3,"Romeo"
"2228",3,4,3,4,4,5,3,4,3,"Sierra"
"2229",6,4,2,4,2,5,3,4,3,"Romeo"
"2230",2,3,4,4,3,3,4,4,2,"Sierra"
"2231",5,4,4,4,4,4,4,4,3,"Sierra"
"2232",4,3,4,4,3,5,3,5,5,"Papa"
"2233",6,5,4,4,3,5,4,5,4,"Romeo"
"2234",3,4,4,5,3,5,4,3,5,"Romeo"
"2235",5,5,5,3,5,5,6,4,4,"Sierra"
"2236",6,4,3,4,2,4,5,4,5,"Papa"
"2237",5,5,3,2,1,5,4,3,3,"Romeo"
"2238",4,3,2,4,4,4,4,4,4,"Papa"
"2239",5,4,5,4,3,5,5,5,4,"Sierra"
"2240",5,4,3,4,3,4,4,4,5,"Romeo"
"2241",4,3,3,2,2,4,4,5,4,"Papa"
"2242",5,5,2,3,4,5,3,3,6,"Romeo"
"2243",4,4,2,4,3,3,3,5,3,"Romeo"
"2244",3,4,3,3,3,4,5,4,4,"Sierra"
"2245",3,4,4,6,4,3,4,3,4,"Sierra"
"2246",3,2,4,3,6,5,4,3,5,"Papa"
"2247",3,3,5,4,3,3,5,3,3,"Sierra"
"2248",5,5,5,5,4,5,4,5,4,"Sierra"
"2249",5,4,4,4,4,4,3,3,5,"Romeo"
"2250",4,3,4,4,3,7,4,5,6,"Papa"
"2251",4,5,4,3,4,1,3,2,3,"Tango"
"2252",5,3,4,5,5,4,4,4,4,"Sierra"
"2253",2,3,4,3,4,4,5,3,3,"Sierra"
"2254",4,4,3,4,2,3,4,2,4,"Romeo"
"2255",4,4,3,2,2,4,2,2,4,"Sierra"
"2256",3,2,4,5,3,4,3,3,2,"Tango"
"2257",5,5,3,3,3,3,2,4,3,"Papa"
"2258",5,5,3,5,5,4,4,4,3,"Tango"
"2259",3,2,3,4,4,3,5,3,2,"Sierra"
"2260",4,5,4,3,4,5,3,4,6,"Romeo"
"2261",4,4,4,3,4,4,5,5,5,"Sierra"
"2262",4,4,4,4,4,3,5,4,3,"Romeo"
"2263",5,4,5,3,4,5,3,5,4,"Sierra"
"2264",3,4,3,3,3,3,4,5,4,"Romeo"
"2265",7,5,5,5,5,4,4,5,6,"Romeo"
"2266",4,2,4,4,3,6,5,5,4,"Romeo"
"2267",6,5,3,3,3,3,4,3,4,"Sierra"
"2268",5,4,2,4,4,4,5,4,3,"Papa"
"2269",5,4,4,4,3,5,4,4,4,"Sierra"
"2270",5,3,5,5,5,5,5,4,3,"Tango"
"2271",2,4,2,4,4,5,3,3,2,"Romeo"
"2272",5,4,3,3,5,6,4,3,5,"Papa"
"2273",5,4,4,6,3,4,4,4,3,"Sierra"
"2274",3,3,4,3,5,3,5,4,2,"Sierra"
"2275",5,4,3,4,4,4,4,4,5,"Romeo"
"2276",5,5,5,5,6,4,5,3,4,"Sierra"
"2277",4,6,4,3,4,3,4,3,3,"Sierra"
"2278",4,4,4,2,5,5,3,4,2,"Romeo"
"2279",3,4,5,3,3,4,5,4,3,"Romeo"
"2280",5,7,6,3,4,5,5,4,4,"Romeo"
"2281",4,3,6,4,5,4,4,4,5,"Sierra"
"2282",6,4,5,4,4,5,6,4,5,"Sierra"
"2283",2,3,5,3,4,5,4,3,4,"Romeo"
"2284",6,4,4,4,5,4,1,6,3,"Romeo"
"2285",5,4,2,4,4,4,3,3,4,"Sierra"
"2286",3,4,6,4,5,3,5,3,2,"Tango"
"2287",5,5,4,4,4,5,4,4,6,"Romeo"
"2288",2,3,5,4,5,5,4,1,3,"Sierra"
"2289",4,5,4,4,4,5,4,4,3,"Sierra"
"2290",5,4,6,5,5,5,3,3,3,"Sierra"
"2291",4,4,6,6,6,5,4,4,4,"Tango"
"2292",5,3,4,4,2,4,2,4,6,"Tango"
"2293",3,2,4,4,2,5,4,3,3,"Romeo"
"2294",4,3,6,4,4,4,5,4,2,"Sierra"
"2295",4,3,3,4,3,3,3,4,2,"Sierra"
"2296",3,4,3,5,4,5,3,5,4,"Romeo"
"2297",6,3,5,4,5,4,4,5,5,"Romeo"
"2298",5,4,3,4,3,6,3,3,4,"Papa"
"2299",5,5,5,5,7,5,5,4,4,"Tango"
"2300",3,2,4,4,5,6,4,4,5,"Romeo"
"2301",6,6,4,5,4,4,6,4,4,"Romeo"
"2302",5,5,4,4,5,3,5,4,3,"Sierra"
"2303",4,4,4,4,6,3,5,4,3,"Sierra"
"2304",2,2,5,2,2,5,4,5,3,"Sierra"
"2305",4,2,2,2,3,3,3,2,2,"Papa"
"2306",4,6,5,3,4,5,4,5,4,"Romeo"
"2307",3,4,4,5,4,5,4,2,3,"Sierra"
"2308",5,3,4,3,4,3,4,2,5,"Sierra"
"2309",4,3,4,4,4,4,5,2,3,"Sierra"
"2310",5,5,4,5,4,4,3,4,3,"Romeo"
"2311",4,7,2,4,4,2,3,4,3,"Romeo"
"2312",3,4,5,5,5,5,5,3,5,"Sierra"
"2313",4,4,3,5,5,3,3,2,3,"Tango"
"2314",3,2,5,4,5,3,6,1,2,"Tango"
"2315",4,3,3,2,3,3,4,4,4,"Papa"
"2316",4,4,4,4,4,3,3,3,4,"Sierra"
"2317",5,4,3,4,3,5,2,4,4,"Romeo"
"2318",4,5,5,3,4,3,5,3,3,"Tango"
"2319",4,4,4,3,3,4,3,4,4,"Romeo"
"2320",5,5,2,6,3,4,3,3,5,"Romeo"
"2321",5,5,5,3,4,4,3,4,3,"Romeo"
"2322",7,5,6,4,4,5,5,5,4,"Sierra"
"2323",4,3,3,5,3,4,3,3,4,"Romeo"
"2324",4,4,4,4,3,5,5,5,4,"Sierra"
"2325",5,4,5,4,4,3,5,5,4,"Sierra"
"2326",3,3,7,5,4,3,6,3,3,"Tango"
"2327",4,4,4,3,5,3,6,2,2,"Romeo"
"2328",3,3,4,3,3,4,5,2,3,"Sierra"
"2329",3,3,1,3,2,3,4,4,1,"Romeo"
"2330",4,5,5,4,4,3,5,3,3,"Tango"
"2331",5,4,4,4,2,6,5,5,5,"Papa"
"2332",4,4,5,5,3,3,4,4,4,"Sierra"
"2333",3,2,4,6,4,4,6,4,3,"Romeo"
"2334",6,3,5,4,4,5,2,5,5,"Papa"
"2335",1,3,5,5,5,5,5,5,4,"Romeo"
"2336",4,3,3,2,3,7,3,4,5,"Papa"
"2337",4,3,2,3,5,5,3,4,3,"Romeo"
"2338",4,2,5,4,5,5,5,5,6,"Romeo"
"2339",5,5,5,4,5,5,4,5,3,"Tango"
"2340",5,4,3,5,5,4,4,3,3,"Romeo"
"2341",6,5,4,5,3,5,5,3,4,"Romeo"
"2342",3,3,5,5,5,3,4,3,3,"Sierra"
"2343",3,6,5,4,4,4,5,3,3,"Sierra"
"2344",6,4,4,2,4,4,3,4,5,"Papa"
"2345",4,4,4,2,3,4,4,3,5,"Sierra"
"2346",4,4,5,5,3,6,5,4,4,"Papa"
"2347",5,4,5,3,5,3,4,5,4,"Romeo"
"2348",5,5,4,5,3,4,3,4,4,"Romeo"
"2349",3,2,4,3,3,5,3,2,4,"Romeo"
"2350",4,4,5,5,4,2,5,5,4,"Romeo"
"2351",6,4,3,4,3,5,5,3,4,"Romeo"
"2352",2,4,2,4,4,4,4,3,2,"Sierra"
"2353",3,4,5,3,6,5,5,4,3,"Sierra"
"2354",5,5,2,5,4,5,4,3,4,"Sierra"
"2355",4,3,4,3,3,4,4,3,4,"Tango"
"2356",5,5,3,4,4,4,4,3,4,"Sierra"
"2357",6,4,5,3,4,5,4,5,5,"Romeo"
"2358",3,3,4,4,4,2,4,3,3,"Romeo"
"2359",5,5,4,3,4,5,4,5,5,"Romeo"
"2360",6,5,4,3,4,5,3,6,5,"Papa"
"2361",3,3,4,2,4,4,4,4,5,"Romeo"
"2362",4,3,3,4,3,5,5,3,4,"Romeo"
"2363",4,3,4,5,5,3,5,4,2,"Tango"
"2364",2,4,3,2,3,4,4,4,4,"Sierra"
"2365",4,3,3,4,4,4,4,4,3,"Sierra"
"2366",4,3,5,5,1,4,5,3,3,"Sierra"
"2367",4,3,3,4,3,4,3,4,4,"Romeo"
"2368",5,6,3,3,3,4,4,6,5,"Romeo"
"2369",5,4,4,3,4,4,5,5,6,"Sierra"
"2370",3,4,2,2,3,4,4,3,4,"Sierra"
"2371",4,5,5,3,5,4,3,5,4,"Sierra"
"2372",6,3,5,4,3,5,4,4,5,"Tango"
"2373",4,5,2,3,3,4,4,5,5,"Romeo"
"2374",5,5,5,4,4,4,4,5,2,"Sierra"
"2375",5,4,4,4,5,5,5,3,5,"Sierra"
"2376",3,4,4,4,3,4,3,4,3,"Romeo"
"2377",5,2,4,4,3,5,4,5,5,"Papa"
"2378",5,4,6,4,4,3,4,5,5,"Romeo"
"2379",4,4,4,5,4,4,4,5,4,"Tango"
"2380",7,7,6,3,4,6,4,4,4,"Sierra"
"2381",7,4,3,3,3,6,3,5,6,"Papa"
"2382",5,3,5,2,5,7,4,5,5,"Papa"
"2383",4,4,5,5,6,6,5,3,3,"Tango"
"2384",4,5,4,4,4,3,4,5,5,"Romeo"
"2385",4,3,5,5,5,3,5,3,3,"Sierra"
"2386",4,5,3,3,4,2,5,3,3,"Sierra"
"2387",5,4,3,3,3,6,3,3,3,"Papa"
"2388",6,4,4,5,4,5,2,6,6,"Romeo"
"2389",4,3,4,5,4,3,4,4,4,"Romeo"
"2390",3,3,4,4,3,4,4,5,3,"Sierra"
"2391",5,4,4,3,3,6,5,4,4,"Romeo"
"2392",3,1,3,6,3,4,4,4,1,"Sierra"
"2393",4,3,4,3,4,6,4,4,4,"Papa"
"2394",4,5,3,3,2,4,4,4,4,"Papa"
"2395",4,5,4,4,4,5,4,4,5,"Sierra"
"2396",3,4,5,3,4,5,4,4,3,"Romeo"
"2397",3,4,6,5,4,4,4,4,5,"Sierra"
"2398",6,3,3,6,4,5,4,5,5,"Romeo"
"2399",4,4,6,3,5,4,5,3,3,"Tango"
"2400",5,3,5,3,5,4,4,4,3,"Sierra"
"2401",5,4,3,3,5,6,4,7,4,"Papa"
"2402",3,3,5,4,5,5,3,2,4,"Tango"
"2403",3,5,3,3,2,4,3,2,3,"Romeo"
"2404",5,3,4,3,5,6,3,5,6,"Papa"
"2405",4,5,5,4,5,5,4,3,3,"Sierra"
"2406",4,4,4,5,5,5,5,3,2,"Tango"
"2407",5,4,2,2,1,4,3,4,4,"Papa"
"2408",6,3,4,4,5,3,4,6,4,"Romeo"
"2409",5,4,5,6,4,6,4,1,4,"Romeo"
"2410",4,5,5,3,4,4,4,4,3,"Sierra"
"2411",4,2,6,5,5,4,6,2,5,"Sierra"
"2412",5,4,4,4,5,5,6,6,4,"Papa"
"2413",3,4,5,6,5,4,6,5,4,"Sierra"
"2414",5,3,4,4,1,4,4,4,4,"Romeo"
"2415",6,5,4,5,4,6,5,5,5,"Romeo"
"2416",3,3,4,5,4,6,5,5,4,"Romeo"
"2417",4,2,5,4,5,5,3,5,2,"Sierra"
"2418",4,3,5,4,5,5,6,4,2,"Tango"
"2419",4,4,6,5,5,4,4,4,5,"Romeo"
"2420",6,6,3,3,4,5,4,5,4,"Sierra"
"2421",4,5,5,5,6,5,4,4,4,"Papa"
"2422",2,3,3,3,3,3,3,4,3,"Romeo"
"2423",4,4,5,4,2,3,4,4,5,"Sierra"
"2424",5,3,5,3,5,5,5,6,6,"Romeo"
"2425",4,4,4,3,4,4,3,4,2,"Sierra"
"2426",4,4,3,4,3,4,2,5,5,"Papa"
"2427",6,5,3,3,4,5,3,6,5,"Romeo"
"2428",3,3,4,6,6,3,4,3,3,"Sierra"
"2429",5,3,5,4,5,4,5,3,5,"Sierra"
"2430",4,3,3,3,4,4,3,5,5,"Romeo"
"2431",6,3,1,4,4,4,2,5,5,"Papa"
"2432",6,5,3,4,3,5,4,5,5,"Papa"
"2433",5,3,7,4,5,4,6,4,4,"Romeo"
"2434",4,3,5,5,3,3,5,4,3,"Tango"
"2435",4,2,4,4,3,3,4,4,3,"Romeo"
"2436",3,2,5,3,4,3,3,3,4,"Sierra"
"2437",3,4,3,3,3,5,2,4,3,"Sierra"
"2438",3,3,4,3,4,6,5,4,4,"Papa"
"2439",6,6,3,3,3,5,4,4,4,"Romeo"
"2440",4,3,5,6,5,5,3,4,4,"Sierra"
"2441",5,4,4,4,4,5,7,4,3,"Sierra"
"2442",4,4,4,4,5,3,3,4,3,"Sierra"
"2443",3,2,4,4,3,3,3,4,1,"Sierra"
"2444",4,4,4,4,3,5,3,3,5,"Tango"
"2445",5,4,3,4,4,4,3,4,4,"Papa"
"2446",4,6,2,4,2,5,3,3,4,"Sierra"
"2447",5,5,5,5,5,4,3,6,4,"Romeo"
"2448",3,2,3,4,4,5,5,2,4,"Sierra"
"2449",6,5,4,4,4,6,4,3,3,"Sierra"
"2450",3,5,5,4,5,4,4,2,3,"Romeo"
"2451",4,5,4,5,3,3,3,2,4,"Tango"
"2452",4,4,3,5,5,5,3,5,3,"Sierra"
"2453",4,3,4,6,5,6,5,5,4,"Tango"
"2454",4,3,5,4,4,4,4,3,4,"Romeo"
"2455",2,4,5,5,5,4,5,3,2,"Tango"
"2456",3,4,5,4,5,2,3,4,3,"Sierra"
